,year,target_area,no_of_place,sleepnights,accommodation,number_of_ppl,number_of_children,cost_total_trip,cost_total_per_person,satisfied,sex,age,month,living_area,target_beforesplit,transportation,reason,relationship
8659,2020,"3,231,032,310",2,1,3,4,2,500000,125000,5,1,54,6,9,"1,6",1,"1,11,2",1
8660,2020,34080,1,0,,2,0,149000,74500,4,1,28,6,9,1,1,2,3
8661,2020,32370,1,1,3,4,2,380000,95000,5,2,47,6,9,1,1,"2,1",1
8662,2020,23310,1,0,,4,0,70000,17500,4,2,46,12,9,1,1,"4,5",1
8663,2020,34360,1,1,3,3,0,320001,106667,4,2,55,12,9,"1,6",1,"9,6,14",1
8664,2020,23050,1,0,,3,0,60000,20000,4,1,53,12,9,1,1,"5,2",1
8665,2020,"320,303,240,032,030",3,2,"3,3",2,0,276000,138000,4,2,30,1,9,"1,6",1,"9,2,4",1
8666,2020,"3,403,034,030",2,2,"3,3",4,0,550000,137500,4,1,38,1,9,"1,2",1,"2,5",3
8667,2020,23040,1,0,,3,0,92001,30667,4,2,22,2,9,"1,6",1,"4,2",3
8668,2020,"3,338,033,380",2,1,3,3,1,256002,85334,4,1,46,2,9,"1,12",1,"2,6,5",1
8669,2020,31250,1,1,4,4,0,90000,60000,5,2,71,2,9,"1,6",1,"1,14",5
8670,2020,"3,240,032,400",2,1,3,4,0,360000,90000,4,1,54,3,9,1,1,"2,5",1
8671,2020,"32,010,320,103,201,000,000",4,"2,0","1,1",2,0,480000,240000,4,1,25,3,9,"1,6",2,"4,5",3
8672,2020,31370,1,1,3,7,0,700000,100000,4,1,24,7,9,"1,6",1,"11,6",3
8673,2020,32320,1,1,3,4,0,450000,112500,5,1,47,7,9,"1,6",1,"8,6,11",1
8674,2020,"3,206,032,060",2,1,3,5,0,694000,138800,4,1,58,7,9,"1,2,6,15",1,"1,14,4",1
8675,2020,"290,102,331,023,310",3,"0,1",3,5,0,332999,72333,5,1,42,4,9,"1,2,4",1,"6,2,1","1,2"
8676,2020,31380,1,0,,2,0,90000,55000,4,2,38,4,9,"1,2,8",1,"8,7",1
8677,2020,"3,117,031,170",2,"0,0",,7,3,30002,13334,4,2,43,4,9,"1,6,12",1,"10,2,4","1,3"
8678,2020,"112,101,101,011,210",3,"0,0,0",,2,0,50000,30000,4,1,36,4,9,"1,3,8",10,"14,5,3",1
8679,2020,"343,803,438,034,380",3,2,"3,3",4,0,470000,117500,5,1,53,4,9,"1,6",1,"4,2,10","1,2"
8680,2020,"3,122,031,220",2,1,3,3,0,170001,56667,4,2,53,4,9,"1,5",1,"9,1,6",1
8681,2020,"3,123,023,310",2,"0,0",,4,0,190000,47500,4,1,52,8,9,"1,2,8",1,"7,8,1",3
8682,2020,34030,1,1,4,4,0,480000,120000,4,1,25,8,9,"1,2,6",1,"2,14,1",3
8683,2020,"32,350,320,303,235,000,000",4,2,"4,3",3,1,434999,148333,4,2,36,8,9,"1,3,6",1,"1,2,11",1
8684,2020,32330,1,1,6,3,0,202002,67334,4,2,45,8,9,"1,6",1,"4,3",1
8685,2020,34080,1,0,,2,0,61000,30500,4,1,28,9,9,1,1,"2,4",3
8686,2020,23010,1,0,,4,2,75000,18750,4,2,38,9,9,"1,2",1,"2,11",1
8687,2020,31200,1,0,,2,0,50000,25000,4,1,37,9,9,"1,6",1,"3,2",1
8688,2020,"3,115,023,010",2,"0,0",,3,0,90000,30000,4,1,43,9,9,"1,2",1,"8,3",3
8689,2020,"3,431,034,310",2,1,2,3,0,280002,93334,4,2,47,5,9,1,1,"4,1,5",1
8690,2020,31380,1,0,,2,0,90000,45000,4,1,33,5,9,1,1,"4,2",3
8691,2020,37080,1,1,12,2,0,220000,110000,4,1,58,10,9,1,1,"4,2",1
8692,2020,31090,1,0,,3,0,100002,33334,4,1,27,10,9,1,1,"4,3",3
8693,2020,"3,709,037,090",2,2,"12,12",2,0,190000,95000,4,2,53,10,9,"1,6",1,"5,3",1
8694,2020,"3,206,032,060",2,1,4,2,0,245000,122500,4,2,62,10,9,"1,6",1,"5,4",1
8695,2020,"3,137,031,370",2,1,3,3,0,339996,113332,4,1,55,11,9,"1,6",1,"5,4,2",3
8696,2020,32010,1,0,,3,1,96000,32000,4,2,38,11,9,1,1,"4,3,5",1
8697,2020,"2,331,023,310",2,1,3,4,0,250000,62500,4,1,47,11,9,"1,6",1,"1,4,2",1
8699,2020,23080,1,0,,3,1,57000,19000,4,1,34,12,9,"1,6",1,"4,2",1
8700,2020,32030,1,1,4,3,0,322002,107334,4,2,62,12,9,"1,6",1,"5,2",1
8701,2020,31380,1,0,,2,0,57000,28500,4,1,27,12,9,"1,6",1,"4,3",3
8702,2020,"370,203,702,037,020",3,2,"4,4",4,0,590000,147500,4,1,47,1,9,1,1,"2,4,5",1
8703,2020,"3,602,036,020",2,1,3,4,0,550000,137500,4,1,17,1,9,"1,6",1,"5,2",1
8704,2020,"210,902,109,021,090",3,3,"10,10,10",4,0,805000,201250,4,2,27,1,9,"1,6",2,"5,12",3
8705,2020,32020,1,0,,3,0,206001,68667,4,2,54,1,9,1,1,"3,2",3
8706,2020,"3,506,035,060",2,1,3,3,1,369999,123333,4,1,38,1,9,"1,6",1,"5,9",1
8707,2020,"3,115,031,270",2,"0,1",4,10,0,50000,50000,4,1,67,2,9,1,7,"2,1",5
8708,2020,32310,1,1,6,5,0,490000,98000,5,2,19,2,9,"1,5",1,"3,4,14","1,2"
8709,2020,"3,203,032,030",2,1,3,3,1,415002,138334,4,2,44,3,9,"1,6",1,"5,4",1
8710,2020,32010,1,0,,2,0,74000,37000,4,1,53,3,9,1,1,"4,3",1
8711,2020,31040,1,0,,4,0,140000,28000,4,2,62,3,9,"1,2",1,"3,5",3
8712,2020,"3,405,034,380",2,1,10,6,2,330000,55000,4,2,35,6,9,"1,6",1,"2,1,6","1,3"
8713,2020,"333,803,338,033,380",3,1,3,4,0,305000,76250,4,1,56,6,9,"1,2",1,"1,2",1
8714,2020,"340,303,403,034,030",3,2,"3,3",4,0,180000,180000,5,1,26,6,9,"1,5,6",8,"2,1,5",3
8716,2020,"1,110,031,120",2,"0,0",,4,0,40000,28750,4,2,52,6,9,1,"5,2","2,14",4
8718,2020,"390,203,902,039,020",3,2,"3,3",4,0,480000,262500,4,2,51,4,9,"1,3,6,11,12",3,"1,2,3",5
8719,2020,"3,115,023,010",2,"0,0",,5,0,50000,50000,4,1,26,4,9,"1,2",1,"11,14,1",5
8720,2020,"320,203,202,032,410,000,000,000,000,000",6,"1,3","3,3,3,3",3,1,224997,74999,5,1,48,4,9,"1,6",1,"5,9,3",1
8721,2020,"3,125,031,040",2,"0,0",,3,0,10000,10000,4,1,18,4,9,"1,2",6,"4,2",3
8722,2020,"320,703,207,023,320",3,"1,1","4,3",4,0,293000,133250,4,2,26,4,9,"1,6,12","1,4","4,1,5",4
8724,2020,36010,1,2,1,4,1,1900000,475000,4,1,50,1,9,"2,4,6",1,"8,9,11",1
8725,2020,35020,1,2,4,6,0,2200002,366667,4,2,63,1,9,"1,2,6",1,"5,11",1
8728,2020,"3,207,032,070",2,1,3,4,2,300000,75000,4,1,44,2,9,"1,2,6",1,"14,2",1
8729,2020,"3,403,034,030",2,1,6,2,0,500000,270000,4,2,54,2,9,"1,2,6",1,"5,8",1
8730,2020,32350,1,2,3,2,0,600000,300000,4,1,42,3,9,"1,2,6",1,"11,14",3
8731,2020,31010,1,0,,1,,605000,605000,4,2,74,3,9,"2,8","5,2","3,5",
8732,2020,"3,203,032,410",2,1,4,3,1,474000,158000,4,2,36,11,9,"1,2,6",1,"2,6,1",1
8733,2020,34380,1,0,,2,0,200000,100000,5,1,59,8,9,"1,2",1,"8,5",1
8734,2020,36330,1,1,3,2,0,560000,280000,5,2,67,8,9,"1,2,6",1,"5,8,6",1
8735,2020,37420,1,1,2,2,0,770000,385000,5,1,52,8,9,"2,6",1,"2,8",1
8736,2020,32030,1,4,12,1,,500000,212500,4,1,27,8,9,"1,2,6",1,"3,15",
8737,2020,32010,1,1,3,3,0,450000,150000,4,2,23,8,9,"1,2,6",1,6,3
8738,2020,31270,1,0,,3,1,267999,89333,4,1,34,12,9,"1,2,5",1,"1,14,4",1
8739,2020,"3,701,037,010",2,1,3,3,0,495000,165000,5,2,42,12,9,"1,2,6",1,"6,2,8",3
8740,2020,21090,1,0,,2,0,100000,100000,3,2,51,9,9,"1,2,4",2,"14,1",3
8742,2020,"210,902,109,032,070",3,"2,1","1,1,3",2,0,2060000,1030000,4,2,41,10,9,"1,2,6",1,4,3
8743,2020,"3,704,037,400",2,1,8,3,0,569001,189667,4,2,36,11,9,"1,6,16",1,"2,8",3
8745,2020,"3,704,037,040",2,1,3,4,0,665000,166250,4,2,38,12,9,"1,2,4,6",1,11,3
8746,2020,34380,1,0,,3,0,510000,170000,4,1,48,12,9,"1,2,6",1,"2,1,5",3
8748,2020,34380,1,2,11,4,2,690000,172500,4,2,37,3,9,"1,2,6,8",1,"6,1,4",1
8749,2020,"1,114,033,040",2,"0,0",,2,0,85000,60000,5,2,17,4,9,"2,8,11","5,6,2","7,4,2",3
8750,2020,36030,1,3,12,2,0,270000,160000,4,2,30,1,9,"1,2,6,11",1,"11,1,15",1
8751,2020,32070,1,1,4,4,0,790000,197500,5,1,58,1,9,"1,2,6",1,"6,5,14",1
8752,2020,"3,110,031,090",2,"0,1",3,15,5,1219995,81333,5,1,43,5,9,"1,6",1,"1,14,4","1,2"
8754,2020,34040,1,0,,2,0,30000,15000,3,2,80,6,9,"2,7","5,6","15,4,9",3
8755,2020,32350,1,1,4,4,1,429000,118750,5,2,64,6,9,"1,2,5,6,8",1,"6,1,14",1
8757,2020,31270,1,0,,2,0,180000,90000,4,2,35,1,9,"6,7",1,"5,1",3
8758,2020,"3,126,031,130",2,"0,0",,4,0,375000,118750,5,2,50,1,9,"1,2",1,"8,14",3
8759,2020,32010,1,0,,4,0,410000,102500,5,2,21,1,9,"1,6,16",1,"1,3",1
8760,2020,31350,1,0,,2,0,100000,50000,4,1,27,1,9,"1,6",1,"14,9,3",3
8762,2020,34380,1,0,,7,0,500003,71429,5,1,51,3,9,"1,2,6",1,"1,4,8",3
8763,2020,31200,1,0,,2,0,150000,75000,5,1,37,3,9,"1,6",1,"4,5,1",3
8764,2020,31350,1,0,,3,1,100000,40000,5,2,39,3,9,"1,6",1,"5,3,1",1
8766,2020,"3,902,039,010,390,200,000,000,000,000,000,000,000,000",8,3,"1,1,1",2,0,1200000,600000,5,2,27,3,9,"1,2,6",3,"2,1,11",3
8768,2020,"210,902,103,021,030",3,1,1,2,0,360000,180000,4,1,21,9,9,"1,2,6",2,"1,2",3
8769,2020,23010,1,0,,1,,120000,30000,4,2,30,5,9,5,1,"14,2",
8770,2020,31270,1,0,,2,0,130000,65000,4,1,52,6,9,"1,2",1,2,1
8771,2020,23010,1,1,3,11,0,1099989,99999,4,2,57,6,9,"2,6",1,"1,14,2",3
8773,2020,23310,1,1,2,2,0,200000,100000,4,1,43,7,9,"1,2,6",1,"8,4,14",3
8774,2020,"3,201,031,380",2,1,3,2,0,400000,215000,3,2,28,7,9,"1,2,6",1,"5,4,2",1
8775,2020,"31,370,324,103,203,000,000",4,"2,2","3,2,6",2,0,400000,220000,5,2,23,7,9,"1,2,6",6,"14,1,4",3
8776,2020,"32,410,324,103,241,000,000",4,2,"3,3",8,0,1200000,187500,5,2,44,7,9,"1,2,6",1,"11,14,6","1,3"
8779,2020,"3,124,023,010",2,"0,0",,2,0,100000,50000,4,1,59,8,9,"1,2",1,"2,4",1
8780,2020,"1,123,011,010",2,"0,1",2,2,0,133000,73000,4,1,30,8,9,"2,8","6,5,2","9,5",3
8781,2020,23010,1,0,,3,0,50000,50000,4,2,25,8,9,"1,2,6","5,2","1,3,4",3
8783,2020,39010,1,6,2,2,0,630000,500000,4,1,44,8,9,"1,2,6",3,"15,1,11",4
8784,2020,"3,902,039,020,390,200,000,000,000",5,2,"3,3",3,0,1578000,526000,4,2,48,8,9,"1,2,3,6,8","3,8","1,2,14",3
8785,2020,32010,1,2,3,4,0,800000,200000,4,1,23,10,9,"1,6,16",1,"14,2","3,4"
8787,2020,"2,404,031,370",2,"4,0",12,2,0,150000,75000,4,2,24,10,9,"1,2,9",1,"2,14",1
8788,2020,23320,1,2,3,4,0,540000,135000,4,1,57,8,9,"1,2,6","1,4","4,2",1
8789,2020,"112,303,201,032,340",3,"1,1,1","1,4,4",4,2,420000,105000,4,1,40,8,9,"3,5,6,8",1,10,1
8791,2020,33020,1,1,6,8,4,810000,101250,3,2,40,8,9,"1,2,6",1,"14,1","1,2"
8792,2020,"3,338,033,380,324,100,000,000,000",5,"1,1","3,3",4,1,510000,127500,4,2,40,9,9,"1,2,4,6",1,"14,1,2",1
8793,2020,31190,1,0,,3,1,200001,66667,4,2,40,9,9,"1,5",1,"14,1,2",1
8794,2020,32030,1,1,3,3,0,510000,170000,3,2,33,11,9,"1,2,6",1,1,3
8795,2020,34030,1,0,,5,2,200000,40000,4,1,36,11,9,"2,4",1,11,1
8796,2020,"3,203,032,030",2,1,3,6,0,559998,118333,4,1,61,11,9,"1,2,6,8",1,"8,14","1,2"
8797,2020,31110,1,0,,2,0,30000,15000,4,2,39,10,9,"1,3",1,"4,5,14",1
8798,2020,"320,603,742,038,090,000,000,000,000,000",6,"4,2","2,2,2,2,3",2,0,450000,225000,4,1,40,12,9,"3,6",1,"12,1",3
8799,2020,31240,1,0,,4,1,100000,25000,3,2,16,1,9,"1,2,6",1,"8,5,1",1
8801,2020,"3,120,031,350",2,1,6,2,0,190000,95000,4,1,35,2,9,"1,2,6",1,1,3
8802,2020,31220,1,0,,4,0,184000,151000,5,1,51,3,9,3,1,"4,5",3
8803,2020,36330,1,0,,3,0,444999,148333,4,1,56,11,9,"1,2,3,6",1,"14,1","1,2"
8804,2020,39020,1,3,1,2,0,880000,440000,4,1,22,11,9,"1,2,6","3,8","11,1",3
8805,2020,31190,1,0,,10,0,50000,50000,3,1,42,4,9,"1,3",1,14,3
8806,2020,"3,902,039,020,390,200,000,000,000",5,2,"1,2",2,0,1200000,555000,5,2,55,4,9,"1,2,6","3,5,8","11,1,2",3
8807,2020,"3,809,025,030",2,"1,0",12,2,0,50000,50000,4,1,22,5,9,2,2,"5,14",3
8808,2020,31150,1,0,,3,0,29999,23333,4,1,18,5,9,"1,2,6",1,"4,14,5",1
8809,2020,23080,1,0,,4,0,10000,2500,4,1,58,12,9,15,1,2,1
8811,2020,"3,126,031,260",2,1,6,7,2,400001,57143,3,2,39,6,9,6,1,"5,6","1,2"
8814,2020,11200,1,0,,3,1,117000,39000,4,2,42,7,9,"1,2",1,"1,5,11",1
8815,2020,23040,1,0,,3,0,150000,50000,4,2,29,8,9,"1,2",1,"7,9,1",3
8816,2020,39020,1,2,3,3,0,1650003,550001,4,1,31,8,9,"1,2,3,6","1,3","5,2,12",3
8817,2020,"3,241,032,410",2,2,3,4,0,500000,125000,4,2,49,8,9,"2,6",1,"1,11,5",1
8821,2020,"3,206,032,060",2,1,3,4,0,487000,121750,4,2,55,1,9,"2,6,11",1,"12,1,2",1
8822,2020,"39,010,390,103,901,000,000",4,2,"1,1",3,0,300000,300000,4,2,45,10,9,"1,2","3,8,5","3,5,4",1
8824,2020,"21,090,210,902,109,000,000",4,1,1,2,0,410000,205000,4,2,27,10,9,"1,2,6",1,"5,1,3",3
8825,2020,34020,1,0,,5,0,91999,21333,5,1,34,11,9,"1,6",1,"14,11","1,2"
8826,2020,31150,1,0,,2,0,55000,27500,4,2,70,11,9,"1,2,6",1,8,1
8827,2020,23010,1,0,,3,1,100002,33334,4,2,36,11,9,"1,2",1,"3,1,4",1
8828,2020,23080,1,0,,2,0,80000,40000,5,1,26,11,9,"1,2,15","5,6,2","11,7,12",3
8829,2020,23040,1,0,,3,1,99999,33333,5,2,28,11,9,"2,6,15",1,"4,12,14",1
8830,2020,31240,1,0,,3,0,99999,33333,4,2,46,11,9,2,1,"4,3,8",1
8831,2020,31150,1,0,,2,0,70000,35000,3,1,53,11,9,6,1,5,1
8832,2020,31150,1,0,,3,0,50000,50000,5,1,46,11,9,"3,6",1,"4,1",3
8833,2020,"3,809,038,090",2,1,3,5,0,160000,80000,4,1,70,11,9,"1,2",1,"1,14,8",5
8834,2020,31110,1,0,,4,0,158999,40583,4,2,51,11,9,"3,6",1,"12,11",1
8836,2020,32410,1,0,,3,0,363000,121000,4,2,55,4,9,"1,2,4,6",1,"2,4,5",1
8837,2020,"3,108,031,080",2,1,12,2,0,98000,49000,5,2,70,12,9,"2,6",1,3,1
8839,2020,32020,1,0,,4,0,181000,52750,4,2,22,12,9,"1,2,6",1,"1,4",1
8840,2020,32020,1,1,10,3,1,324999,108333,4,1,35,12,9,"1,5,11",1,"14,9,12",1
8841,2020,31170,1,0,,4,0,119000,29750,4,1,43,12,9,1,1,1,1
8843,2020,31240,1,0,,3,1,99999,33333,4,2,36,12,9,"1,2",1,"2,4,8",1
8844,2020,23310,1,0,,3,0,115002,38334,5,2,47,12,9,"1,4,6",1,"1,8,4",1
8845,2020,"320,503,205,032,050",3,1,7,3,0,399996,133332,3,2,56,1,9,"1,2,6",1,"6,8,11",1
8846,2020,"3,501,036,020",2,1,12,5,0,80000,80000,5,2,21,1,9,"1,2,5,6",8,"1,6,2",3
8847,2020,"3,532,035,320",2,2,"6,6",3,1,260001,86667,4,1,40,5,9,1,1,"2,4,11",1
8849,2020,31110,1,0,,5,3,305000,61000,4,2,34,5,9,"3,5",1,"2,10,12",1
8850,2020,"3,403,034,030",2,1,3,3,0,564999,188333,4,1,32,2,9,"1,3,11",1,"10,6,12",3
8854,2020,11190,1,0,,3,1,80001,26667,4,2,41,6,9,1,1,"4,1,5",1
8855,2020,31150,1,0,,4,0,120000,30000,4,1,65,6,9,"2,6,15",1,"1,2,3",3
8856,2020,33020,1,0,,4,0,102500,102500,4,2,58,6,9,"1,6,15",1,"3,1,4",3
8857,2020,"39,020,390,103,901,000,000",4,3,"3,3,2",3,0,1350000,675000,4,1,28,6,9,"1,15,16","3,1,6","1,4,8",1
8858,2020,31370,1,0,,2,0,105000,52500,4,1,31,6,9,"1,6",1,"1,2,3",3
8860,2020,23040,1,0,,1,,48600,26100,4,1,58,4,9,"2,15","5,2","3,2,1",
8861,2020,32020,1,1,12,3,0,190002,63334,4,2,74,7,9,1,1,"8,1,6",1
8865,2020,31010,1,0,,2,0,56000,28000,4,2,57,7,9,"2,6","5,2","3,14,9",3
8866,2020,31240,1,0,,4,0,121000,30250,4,1,32,7,9,"1,2,6",1,"9,3,8",1
8867,2020,31060,1,0,,4,0,124000,31000,4,1,26,7,9,6,1,"8,2",3
8868,2020,31110,1,0,,2,0,40000,20000,4,2,22,7,9,"1,6","5,2","12,3",3
8869,2020,32030,1,0,,4,2,207000,51750,4,2,43,7,9,"1,2",1,14,1
8870,2020,33380,1,0,,2,0,160000,80000,4,1,54,7,9,1,1,"1,3",1
8871,2020,31020,1,0,,4,0,174000,43500,4,2,58,7,9,"1,2,6",1,"2,4,8","1,3"
8872,2020,31380,1,0,,4,0,392000,98000,4,1,22,7,9,"1,2,5,6",1,"4,11,14",3
8873,2020,31380,1,0,,4,0,205000,51250,4,2,38,5,9,"1,2,5,6",1,"8,4,2",1
8874,2020,"3,137,031,370",2,1,3,4,1,627000,164250,5,1,48,5,9,"1,2,5,6",1,"1,2,11",1
8875,2020,31370,1,0,,4,1,230000,57500,5,2,48,5,9,"1,2,6",1,"4,14,1",1
8876,2020,31200,1,0,,3,0,102999,34333,5,1,53,6,9,"1,2,6",1,"8,2",1
8877,2020,"2,331,023,310",2,1,3,3,0,304998,101666,4,2,45,7,9,"1,2,6",1,"2,4,1",1
8878,2020,"390,203,902,039,020,000,000,000,000,000",6,2,"1,1",2,0,1250000,650000,4,1,35,7,9,"1,2,5,6,8","8,3","2,1,8",3
8879,2020,34030,1,1,3,3,1,572001,190667,4,1,33,7,9,"1,2,5,6",1,"1,5,4",1
8880,2020,31370,1,0,,3,1,300000,100000,5,2,38,7,9,"1,2,6",1,"2,8,1",1
8881,2020,"370,903,709,037,090",3,2,"3,3",2,0,1060000,530000,4,2,63,8,9,"1,2,6,9",1,"1,8,2",1
8882,2020,"39,010,390,103,901,000,000,000,000,000,000,000,000,000,000,000,000",10,3,"4,4,4",3,1,2890002,963334,4,1,33,8,9,"1,2,3,5,6,11","3,8","1,8,2",1
8883,2020,"320,603,241,032,060",3,4,"4,4,4",4,1,2050001,516667,4,2,45,8,9,"1,2,3,5,6,11",1,"1,5,6",1
8884,2020,"32,060,320,603,206,000,000",4,3,"3,3,3",4,2,2100001,529167,4,2,45,8,9,"1,2,3,6,7,11",1,"4,2,1",1
8885,2020,"340,303,403,034,030",3,2,"3,3",3,1,1240000,430000,4,2,35,8,9,"1,2,3,5,6,11",1,"5,2,14",1
8887,2020,"320,603,206,032,060",3,1,3,3,1,505998,168666,5,2,43,9,9,"1,2,6",1,"6,2,1",1
8888,2020,32010,1,0,,4,0,154000,77000,4,1,58,9,9,"1,2",1,"2,4",3
8889,2020,"360,203,602,036,020",3,1,10,3,1,636000,212000,5,1,46,9,9,"2,3,4",1,"2,1,8",1
8890,2020,"333,803,338,033,380",3,1,3,4,0,400000,182500,5,2,56,9,9,"1,2,4",1,"4,2,1","1,3"
8891,2020,23010,1,0,,4,0,46000,46000,4,1,18,9,9,2,"5,2",2,3
8892,2020,"3,203,032,340",2,1,3,4,0,250000,225000,4,2,28,9,9,"1,2,6",1,"4,2,1",3
8894,2020,"2,331,023,310",2,0,,3,1,234000,78000,5,2,37,9,9,"1,2,3",1,"2,1,4",1
8895,2020,34370,1,0,,4,0,264000,66000,5,2,47,9,9,"1,2",1,"2,8,4",1
8896,2020,32010,1,0,,4,0,279000,132000,5,1,27,9,9,"3,4",1,"1,2",3
8901,2020,"23,310,233,102,331,000,000",4,1,3,3,1,470004,156668,4,2,35,10,9,"1,2,6","1,4","4,8,2",1
8903,2020,32060,1,1,4,4,2,500000,125000,4,1,40,11,9,"1,2,6",1,"1,5,11",1
8904,2020,"3,206,032,350",2,1,3,2,0,500000,250000,4,1,59,12,9,"1,2,6",1,"2,1,8",1
8905,2020,"2,331,023,040",2,"0,0",,4,0,400000,100000,4,2,59,12,9,"1,2",1,"2,1,5",1
8906,2020,36400,1,2,12,4,2,380000,95000,4,2,46,12,9,"1,2,6",1,"15,2",1
8907,2020,23010,1,0,,2,0,300000,150000,4,1,25,12,9,"1,2",1,"8,1,4",3
8909,2020,"2,331,011,100",2,"0,1",12,4,1,170000,42500,4,2,44,1,9,"1,2,6",1,"2,5,1",1
8910,2020,23310,1,0,,2,0,200000,100000,4,1,35,1,9,"1,2,6","1,4","2,1,5",1
8912,2020,32030,1,1,3,3,0,699999,233333,4,2,23,1,9,"1,2,6",2,"8,2,4",3
8915,2020,"3,201,032,010",2,1,3,2,0,420000,210000,4,1,28,1,9,"1,2,9",1,"1,4,5",1
8916,2020,"3,241,032,060",2,1,3,3,0,440001,146667,4,2,24,1,9,"1,2,6",1,"8,6,2",3
8917,2020,23310,1,0,,2,0,160000,80000,4,2,25,3,9,"1,2,6","1,4","4,2,8",3
8919,2020,33380,1,0,,2,0,130000,65000,4,2,27,4,9,"2,3,4,6,17",1,"14,2,8",3
8921,2020,23050,1,0,,3,1,159998,56666,4,1,38,4,9,"1,2,6",1,"2,1,8",1
8922,2020,33320,1,0,,2,0,100000,50000,4,1,64,4,9,"1,2,4,6",1,"8,2,12",1
8926,2020,"39,010,390,103,901,000,000",4,3,"4,4,3",2,0,2330000,1115000,4,1,54,6,9,"1,2,3,6,17","3,1,8","7,13,4",1
8928,2020,"390,103,901,039,010",3,3,"3,3,3",4,2,2040000,510000,4,1,34,6,9,"1,2,5,6","3,8","8,1,2",1
8929,2020,25040,1,0,,4,2,220000,55000,4,1,44,6,9,"2,9,12",1,"2,1,13",1
8930,2020,31190,1,0,,4,0,600000,150000,4,2,24,7,9,"2,5",1,"1,2,12",3
8931,2020,"3,811,038,110",2,1,12,1,,240000,115000,4,1,26,7,9,"1,2,6,17","3,1","14,1,9",
8932,2020,"390,103,901,039,020,000,000,000,000,000,000,000,000,000,000",9,3,"4,4,4",3,1,2030004,676668,4,1,35,7,9,"1,2,3,5,6,8","3,8","5,2,1",1
8934,2020,"3,902,039,020,390,100,000,000,000",5,4,"3,3,3,3",4,0,2620000,680000,4,1,54,7,9,"1,2,3,6,9,11,17","3,8","1,8,2",1
8935,2020,"32,030,320,303,204,000,000",4,3,"3,3,3",4,2,1870000,467500,4,1,44,7,9,"2,3,5,6,11,17",1,"11,9,2",1
8937,2020,"3,901,039,010",2,2,3,4,0,2900000,782500,4,2,50,8,9,"1,2,5,6","1,3,8","1,2,8",1
8938,2020,"390,203,902,039,020,000,000,000,000,000",6,2,"4,4",3,0,2469999,1023333,5,2,29,8,9,"1,2,5,6,8,15","8,3","1,2,8",3
8939,2020,"3,438,034,380",2,1,3,4,1,1226000,306500,5,2,45,8,9,"1,2,5,6",1,"1,2,8",1
8940,2020,"3,403,034,030",2,1,3,4,0,825000,206250,5,1,28,8,9,"1,2,5",1,"8,1,2",1
8941,2020,"3,206,032,060",2,2,4,4,0,300000,300000,4,2,28,9,9,"1,2,6,8,16",1,"11,2,1",3
8942,2020,31200,1,0,,2,0,192000,96000,4,1,21,10,9,"1,2,8",1,"2,7,4",3
8943,2020,31200,1,0,,3,1,81000,27000,4,1,37,10,9,"1,2,6",1,"2,8,4",1
8944,2020,31020,1,0,,5,0,210000,42000,4,1,47,4,9,"1,2,6",1,"4,8,2",1
8945,2020,"320,403,204,032,040",3,1,4,4,2,690000,172500,4,2,44,4,9,"1,6,17",1,"2,1,6",1
8946,2020,11120,1,0,,2,0,75000,37500,5,1,35,4,9,"1,6",1,"5,1,2",3
8947,2020,"343,703,437,034,010",3,1,3,4,0,690000,172500,5,2,27,4,9,"1,2,6",1,"4,2,1",3
8948,2020,31380,1,0,,5,1,285000,57000,5,2,58,5,9,"1,2,5,6",1,"1,11,2",1
8949,2020,"3,120,031,200",2,0,,5,0,340000,68000,5,1,56,5,9,"1,2,6",1,"1,2,4","1,3"
8950,2020,31200,1,0,,4,0,216000,54000,4,2,19,5,9,"1,5,6",1,"4,14,1",3
8951,2020,31190,1,0,,6,2,410004,103334,4,1,36,5,9,"5,6,8",1,"1,2,14","1,3"
8952,2020,23310,1,0,,4,0,200000,50000,4,2,64,5,9,"1,2,6",1,"4,1,8","1,3"
8953,2020,31200,1,0,,7,2,356000,58000,4,2,45,5,9,"1,5,6,8",1,"2,4,14","1,2"
8954,2020,"312,703,127,031,270",3,0,,2,0,295000,147500,4,2,37,11,9,"1,2,5,6,8",1,"1,2,14",3
8955,2020,31260,1,0,,3,1,190002,63334,4,2,25,11,9,"1,2",1,"8,4",1
8956,2020,11050,1,0,,3,0,99999,33333,4,1,20,11,9,"1,2,6","5,2","1,2,11",3
8957,2020,"39,010,390,103,902,000,000",4,2,"1,1",2,0,1005000,527500,5,1,33,12,9,"1,2,5,6","8,3","14,1,2",1
8958,2020,"39,020,390,203,902,000,000",4,2,"3,3",3,1,1510002,503334,5,2,43,12,9,"1,2,5,6,8","3,8","1,3,2",1
8959,2020,31090,1,0,,3,0,245001,81667,4,2,24,12,9,"1,2,6",1,"2,8,14",3
8960,2020,"3,120,031,200",2,0,,2,0,180000,90000,4,1,23,12,9,"1,2,8",1,"1,2",3
8961,2020,"3,204,011,240",2,"0,0",,2,0,210000,105000,4,2,28,1,9,"1,2,11",1,"14,11",3
8962,2020,32040,1,1,3,5,0,1330000,266000,4,2,43,1,9,"1,2,6",1,"14,2,8",3
8963,2020,31380,1,0,,3,1,129003,43001,5,1,37,6,9,"1,2,6",1,"1,14,5",1
